,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighborhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address,Source
111,,Yes,No,"Casual, Trendy",Casual,Yes,Noodles; Chinese; ,Yes,Yes,No,,"Lunch, Dinner",No,Yes,,,,,No,A,Yes,Yes,Quiet,No,Street,Yes,No,No,No,No,$11-30,Just for Fen,East Village,4.5,93.0,10003,229 1st Ave,Chinese
112,,Yes,Beer & Wine Only,Casual,Casual,No,Dim Sum; Cantonese; ,No,No,No,,"Brunch, Lunch",Yes,Yes,,,,Yes,No,A,,Yes,Average,No,Street,No,No,Yes,Yes,Free,$11-30,Tim Ho Wan,East Village,3.5,1361.0,10003,85 4th Ave,Chinese
113,,Yes,Full Bar,Casual,Casual,Yes,Szechuan; Seafood; ,No,Yes,,Yes,,Yes,Yes,,,,,Yes,B,,,Average,No,,Yes,Yes,Yes,,Free,$11-30,Shu Han Ju II,East Village,3.5,63.0,10003,58 3rd Ave,Chinese
114,,Yes,Beer & Wine Only,Casual,Casual,Yes,Hot Pot; Szechuan; Barbeque; ,No,Yes,,,Dinner,Yes,Yes,No,,,,Yes,A,,,Average,No,Street,Yes,Yes,,Yes,Free,$11-30,Hot Kitchen Skewer Hotpot & BBQ,East Village,3.5,405.0,10003,104 2nd Ave,Chinese
115,,,,,,,Noodles; Chinese; ,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,NuNoodle,East Village,4.5,4.0,10009,130 1st Ave,Chinese
135,,Yes,,,,,Taiwanese; ,,No,,,,No,No,,,,,No,,,Yes,,,,Yes,No,,No,No,,The Braised Shop,East Village,4.0,45.0,10003,241 E 10th St,Chinese
136,,Yes,No,Casual,Casual,Yes,Chinese; ,Yes,Yes,,,"Lunch, Dinner",No,Yes,,,,,Yes,A,,,Average,No,Street,Yes,No,,,No,Under $10,New Double Dragon,East Village,4.0,60.0,10003,37 1st Ave,Chinese
137,,Yes,No,Casual,Casual,Yes,Chinese; ,Yes,Yes,,,,No,Yes,,,,,No,A,,,Quiet,No,Street,Yes,No,,,No,Under $10,A & C Kitchen,"Alphabet City, East Village",3.5,28.0,10009,136 Avenue CSte A,Chinese
138,,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; ,No,Yes,,,,Yes,Yes,,,,,No,A,,,Quiet,No,Street,Yes,No,Yes,,No,$11-30,Mee Noodle Shop & Grill,East Village,3.0,113.0,10003,223 1st Ave,Chinese
139,,Yes,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Hot Pot; Barbeque; Chinese; ,No,No,No,Yes,"Lunch, Dinner, Late Night",Yes,Yes,No,Yes,Yes,Yes,No,A,,Yes,Average,No,,No,Yes,Yes,Yes,Free,$11-30,99 Favor Taste,East Village,4.0,345.0,10003,37 St Marks Pl,Chinese
141,,Yes,No,Hipster,Casual,Yes,Chinese; Taiwanese; ,Yes,Yes,,Yes,"Lunch, Late Night",No,No,,,,,No,A,,,Average,No,Street,Yes,No,,,No,Under $10,BaoHaus,East Village,3.5,1833.0,10003,238 E 14th St,Chinese
142,,Yes,No,Casual,Casual,Yes,Chinese; ,Yes,No,No,,,Yes,Yes,No,,,,No,,,Yes,,Yes,Street,Yes,No,Yes,No,No,$11-30,SHIMIAODAO Yunnan Rice Noodle,East Village,4.0,53.0,10003,33 Saint Marks Pl,Chinese
143,,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Yes,Yes,Yes,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Chow House,Greenwich Village,4.5,157.0,10012,181 Bleecker St,Chinese
144,,Yes,,,,,Chinese; ,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,Hui Fu Chinese Cuisine,East Village,3.0,6.0,10003,58 3rd Ave,Chinese
145,,,,,,,Chinese; Indian; Seafood; ,,Yes,,,,Yes,,Yes,,,,,,,,,,,Yes,Yes,,,,,Tangra,"Kips Bay, Flatiron",3.5,26.0,10016,103 Lexington Ave,Chinese
146,,Yes,Full Bar,Casual,Casual,Yes,Chinese; Thai; Asian Fusion; ,No,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,A,,Yes,Average,No,Street,Yes,Yes,Yes,,No,$11-30,Chop Shop II,Flatiron,3.5,197.0,10010,41 W 24th St,Chinese
147,,Yes,Full Bar,,Casual,Yes,Chinese; ,,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,,Yes,Average,No,Street,Yes,Yes,Yes,,No,$11-30,Lotus Blue,"Union Square, Flatiron",4.0,66.0,10003,15 Union Square W,Chinese
149,,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Seafood; ,Yes,Yes,,,Lunch,Yes,Yes,,,,,No,A,,Yes,Average,No,Street,Yes,No,,,No,$11-30,Home?s Kitchen Chinese Restaurant,Flatiron,3.5,172.0,10010,22 E 21st St,Chinese
150,,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; Asian Fusion; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,Yes,B,,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Auntie Guan?s Kitchen 108,West Village,4.0,308.0,10011,108 W 14th St,Chinese
151,,Yes,No,Casual,Casual,No,Chinese; Noodles; Soup; ,No,Yes,,,"Lunch, Dinner",No,Yes,,,,,No,B,,,Quiet,No,Street,Yes,No,No,No,No,Under $10,Burp Bowl Cafe,"Kips Bay, Flatiron",4.0,173.0,10010,134 E 27th St,Chinese
152,No,Yes,Full Bar,,Casual,,Szechuan; ,Yes,Yes,No,,,Yes,Yes,Yes,Yes,Yes,,No,,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,No,,Chengdu House,Chelsea,3.5,20.0,10011,88 7th Ave,Chinese
153,No,Yes,No,Divey,Casual,Yes,Chinese; ,Yes,Yes,,,,No,Yes,,,,,Yes,A,,,Average,No,Street,Yes,Yes,,,No,Under $10,Taste Good,Flatiron,3.5,85.0,10010,18 W 25th St,Chinese
155,,Yes,Full Bar,"Casual, Trendy, Intimate",Casual,Yes,Chinese; Indian; ,Yes,Yes,No,Yes,Dinner,Yes,Yes,No,,,,No,,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,The Chinese Club NYC - Desiwala Chinese,Flatiron,3.5,78.0,10016,102 Lexington Ave,Chinese
156,,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,,Yes,Yes,,No,A,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,,No,$11-30,Café China,Midtown East,4.0,1250.0,10016,13 E 37th St,Chinese
157,,Yes,No,Casual,Casual,Yes,Cafes; Asian Fusion; Ramen; ,No,Yes,No,,"Lunch, Dinner",No,Yes,,Yes,,,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,Under $10,Bao Bao Cafe,"Flatiron, Kips Bay",4.0,395.0,10010,61 Lexington AveUnit B,Chinese
158,,Yes,,,,,Noodles; Chinese; ,,,,,,,,,,,,,,,,,,,Yes,,,,,,Noodle King of NYC,West Village,4.5,51.0,10011,513 6th Ave,Chinese
159,,Yes,Full Bar,Trendy,Dressy,No,Chinese; ,Yes,Yes,No,,"Dinner, Late Night",Yes,No,,,,,Yes,A,,Yes,Very Loud,Yes,Street,Yes,Yes,Yes,Yes,Free,$31-60,Jue Lan Club,Flatiron,3.0,256.0,10011,49 W 20th St,Chinese
160,No,Yes,Beer & Wine Only,Casual,Casual,No,Dim Sum; Seafood; Soup; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,,Yes,,,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Excellent Dumpling House,Chelsea,4.0,443.0,10011,165 W 23rd St,Chinese
161,No,Yes,No,,,Yes,Chinese; Noodles; ,Yes,Yes,No,Yes,,,,No,Yes,,,No,,,Yes,,No,Street,Yes,Yes,Yes,Yes,No,,Dun Huang -  Grand Central,"Murray Hill, Midtown East",4.0,8.0,10016,320 Lexington Ave,Chinese
162,No,Yes,No,,,No,Szechuan; ,Yes,Yes,No,,,No,Yes,,,,,No,A,,Yes,,No,,Yes,No,No,Yes,No,Under $10,Bang Chengdu Street Kitchen,Chelsea,4.0,134.0,10011,158 W 23rd St,Chinese
164,No,Yes,Beer & Wine Only,Casual,Casual,No,Szechuan; Seafood; Soup; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,,Yes,,,Yes,A,,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Zest Szechuan,Midtown West,3.5,428.0,10018,45 W 39th St,Chinese
165,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; Noodles; Burgers; ,No,No,No,Yes,"Lunch, Dinner",No,Yes,No,,,,No,A,,Yes,Average,No,Street,Yes,No,No,Yes,No,Under $10,Xi?an Famous Foods,Midtown East,4.0,606.0,10016,14 E 34th St,Chinese
167,,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,No,,,,No,A,,,Average,No,Street,Yes,No,Yes,Yes,No,$11-30,China Xiang,"Midtown West, Hell's Kitchen, Theater District",4.0,339.0,10036,360 W 42nd Street,Chinese
168,,Yes,Beer & Wine Only,"Casual, Trendy",Casual,No,Korean; Tapas/Small Plates; Asian Fusion; ,No,No,No,,Dinner,Yes,No,,,,,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,No,No,$31-60,Atoboy,Flatiron,4.5,243.0,10016,43 E 28th St,Chinese
171,,Yes,Full Bar,Casual,Casual,Yes,Indian; Chinese; Salad; ,Yes,Yes,,Yes,Dinner,Yes,Yes,,,,,Yes,A,,Yes,Average,No,Street,Yes,Yes,Yes,,Free,$11-30,Spice Symphony,Midtown East,4.0,521.0,10016,182 Lexington Ave,Chinese
172,No,Yes,No,,Casual,Yes,Chinese; ,Yes,Yes,No,,Lunch,No,No,,,,,No,A,,,,No,Street,Yes,No,No,No,No,Under $10,Auntie Guan?s Kitchen,Kips Bay,3.5,122.0,10011,219 E 23rd St,Chinese
173,,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Quiet,No,Street,Yes,Yes,Yes,No,Free,$11-30,Shu Han Ju,West Village,3.5,136.0,10011,465 6th Ave,Chinese
193,,Yes,Full Bar,"Trendy, Upscale",Dressy,No,Chinese; Bars; Asian Fusion; ,Yes,Yes,No,,Dinner,Yes,No,No,,,,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$31-60,Buddakan,"Meatpacking District, Chelsea",4.0,3624.0,10011,75 9th Ave,Chinese
196,,Yes,No,Casual,,Yes,Asian Fusion; Fast Food; ,No,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,A,Yes,Yes,Average,No,,Yes,No,No,Yes,No,Under $10,Wok To Walk,"Union Square, Gramercy, Flatiron",4.0,200.0,10003,42 Union Sq E,Chinese
198,No,Yes,No,Casual,Casual,Yes,Pan Asian; ,Yes,No,Yes,,,Yes,Yes,,,,,No,,,,Average,Yes,"Garage, Street",Yes,No,No,Yes,No,Under $10,Zhà Pan Asian,"Koreatown, Midtown West",4.5,18.0,10001,33RD St And Broadway,Chinese
199,,Yes,No,Casual,Casual,No,Chinese; Specialty Food; ,No,No,,,"Lunch, Dinner",No,Yes,,,,,No,A,,Yes,Average,No,Street,Yes,No,No,Yes,No,Under $10,Di Di Dumpling,Flatiron,3.5,152.0,10010,38 Lexington Ave,Chinese
200,No,Yes,No,Casual,Casual,No,Chinese; Burgers; Noodles; ,No,No,No,,Lunch,No,No,,,,,No,A,Yes,Yes,Average,No,Street,Yes,No,No,,No,Under $10,Xi?an Famous Foods,Midtown West,4.0,1430.0,10036,24 W 45th St,Chinese
201,,Yes,Beer & Wine Only,Casual,Casual,No,Szechuan; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,Yes,C,,,Average,No,Street,Yes,Yes,,,Free,$11-30,La Vie en Szechuan,Midtown East,3.5,399.0,10016,14 E 33rd St,Chinese
202,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; Noodles; Burgers; ,No,No,No,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,A,,Yes,Average,No,Street,Yes,No,No,Yes,No,$11-30,Xi?an Famous Foods,Flatiron,4.0,148.0,10010,38 E 23rd St,Chinese
204,,Yes,Full Bar,Casual,Casual,No,Chinese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,Yes,Yes,B,Yes,Yes,Average,No,Street,Yes,Yes,,Yes,No,$11-30,Uncle Ted?s Modern Chinese Cuisine,Greenwich Village,4.0,405.0,10012,163 Bleecker St,Chinese
206,,Yes,,,Casual,,Chinese; ,,Yes,,,,Yes,Yes,,,,,Yes,A,Yes,Yes,Average,No,,Yes,Yes,,,Free,$11-30,Tipsy Shanghai,Greenwich Village,4.5,103.0,10012,228 Thompson St,Chinese
209,No,Yes,No,"Hipster, Casual, Trendy",Casual,No,Chinese; Noodles; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,,Yes,Yes,,No,,Yes,Yes,Average,No,Street,Yes,No,No,Yes,Free,$11-30,Junzi Kitchen,Greenwich Village,4.5,89.0,10012,170 Bleecker St,Chinese
212,No,Yes,Full Bar,Casual,Casual,Yes,Chinese; Asian Fusion; Noodles; ,Yes,Yes,,,"Lunch, Dinner",Yes,Yes,Yes,,,,Yes,A,,Yes,Average,No,Street,Yes,Yes,,,Free,$11-30,Niu Noodle House,West Village,4.0,617.0,10014,15 Greenwich Ave,Chinese
216,,,,,,,Szechuan; ,,,,,,,,,,,,,,,,,,,,,,,,,LaoMa Spicy,Greenwich Village,4.0,26.0,10003,58 E 8th St,Chinese
217,,Yes,No,Casual,,Yes,Noodles; Fast Food; Chinese; ,No,Yes,,,Lunch,No,Yes,,,,,No,A,,,Average,No,Street,Yes,No,No,Yes,Free,Under $10,The Rice Noodle,Greenwich Village,4.0,116.0,10012,190 Bleecker St,Chinese
219,No,Yes,Beer & Wine Only,Trendy,Casual,Yes,Chinese; Noodles; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Hao Noodle and Tea By Madam Zhu?s Kitchen,East Village,4.0,478.0,10014,401 6th Ave,Chinese
230,,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Chinese; Bars; ,No,No,,Yes,Dinner,Yes,No,No,,,,No,A,Yes,,Average,No,Street,No,Yes,Yes,,No,$31-60,Decoy,West Village,4.5,345.0,10014,529 Hudson St,Chinese
231,,No,,,,,Chinese; ,,,,,,Yes,No,,,,,,,,,,No,,,No,,,No,,Traditional Chinese Food Cart,Greenwich Village,4.0,7.0,10014,35 W 4th St,Chinese
232,,Yes,,,,,Chinese; ,,No,,,,,Yes,,,,,,49 out of 100,,,,,,Yes,No,,,,Under $10,Five Star Chinese Restaurant,Cambria Heights,2.5,3.0,11096,456 Sheridan Blvd,Chinese
233,,,No,,Casual,,Chinese; ,,,,,,Yes,Yes,,,,,,A,,,,,,Yes,,,,No,Under $10,Magic Wok,Far Rockaway,4.0,9.0,11691,1145 Beach Channel Dr,Chinese
234,,,,,,,Chinese; ,,,,,,,,,,,,,33 out of 100,,,,No,,,No,,,,,New Happy Wok,Far Rockaway,3.5,6.0,11516,450 C Rockaway Turnpike,Chinese
235,,,,,,,Chinese; ,,,,,,,,,,,,,,,,,,,,,,,,,New Red Star,Far Rockaway,3.5,2.0,11691,558 Beach 25th St,Chinese
236,,Yes,Beer & Wine Only,,Casual,No,Chinese; ,Yes,Yes,,,Lunch,Yes,Yes,,,,,Yes,63 out of 100,,,Average,No,,Yes,No,,,No,$11-30,Moca Cafe Chinese Restaurant,Far Rockaway,2.5,22.0,11559,274 Burnside Ave,Chinese
237,,Yes,Full Bar,,Casual,No,Chinese; ,Yes,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,55 out of 100,Yes,Yes,Average,No,Street,Yes,Yes,,,No,$11-30,Chosen Island,,3.5,23.0,11559,367 Central Ave,Chinese
238,,,No,,Casual,,Chinese; ,No,Yes,,,,,,,,,,No,,,,Average,No,,Yes,No,,,,Under $10,Beijing Restaurant,Far Rockaway,2.5,3.0,11691,1342 Central Ave,Chinese
239,,Yes,Beer & Wine Only,Casual,Casual,No,Asian Fusion; ,Yes,Yes,,,,Yes,Yes,,,,,Yes,54 out of 100,,,Average,No,,Yes,Yes,No,No,No,$11-30,Moca Express,,2.0,50.0,11096,577 Burnside Ave,Chinese
240,,,,,,,Chinese; ,,,,,,,,,,,,,A,,,,,,,,,,,,New Cheung Chow Chinese Restaurant,Far Rockaway,3.0,3.0,11691,2011 New Haven Ave,Chinese
241,,,,,,,Chinese; ,,Yes,,,,No,Yes,,,,,No,B,,,,,,Yes,No,,,,,Lucky Cornaga,Far Rockaway,1.5,2.0,11691,14-20 Cornaga Ave,Chinese
242,,No,No,,,,Chinese; ,No,Yes,,,,No,No,,,,,No,A,,,Very Loud,No,,Yes,No,,,No,$11-30,Six Happy,Far Rockaway,2.5,4.0,11691,1479 Beach Channel Dr,Chinese
243,,Yes,No,Casual,Casual,,Kosher; Chinese; ,Yes,Yes,,,,Yes,Yes,,,,,No,86 out of 100,,,Average,No,,Yes,No,,,,$11-30,Wok Tov,,2.5,19.0,11516,594 Central Ave,Chinese
244,,,,,,,Chinese; ,,,,,,,,,,,,,,,,,,,,,,,,,Hong Kong Chinese Restaurant,,,,11559,288 Burnside Ave,Chinese
245,,,,,,,Chinese; ,,,,,,,,,,,,,,,,,,,,,,,,,Kwok Fong Chinese Restaurant,Laurelton,,,11559,205 Mott Ave,Chinese
253,,Yes,Beer & Wine Only,Casual,Casual,Yes,Szechuan; ,No,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,,Yes,,Yes,Yes,A,,Yes,Quiet,No,Street,Yes,Yes,Yes,,No,$11-30,Great Sichuan,Kips Bay,3.0,178.0,10016,363 3rd Ave,Chinese
255,,Yes,No,,Casual,Yes,Chinese; ,No,Yes,,,,No,Yes,,,,,No,B,,,,No,,Yes,No,No,,No,Under $10,Asia Express,Kips Bay,3.0,57.0,10016,493 2nd Ave,Chinese
256,,Yes,Full Bar,Casual,Casual,,Dim Sum; ,,Yes,,,,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,,No,$31-60,Dynasty Dim Sum,Kips Bay,4.0,63.0,10016,381 3rd Ave,Chinese
258,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; Noodles; Burgers; ,No,No,No,Yes,"Lunch, Dinner",No,Yes,No,,,,No,A,,Yes,Average,No,Street,Yes,No,No,Yes,No,Under $10,Xi?an Famous Foods,Midtown East,4.0,607.0,10016,14 E 34th St,Chinese
261,No,Yes,No,Casual,Casual,Yes,Chinese; Noodles; ,Yes,Yes,No,Yes,Lunch,No,No,,,,,No,A,,,Quiet,No,,Yes,No,No,No,Free,Under $10,Jimmy?s House,Kips Bay,3.5,103.0,10010,162 E 25th St,Chinese
262,,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Shanghainese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,C,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Little Alley,"Murray Hill, Midtown East",4.0,240.0,10016,550 3rd Ave,Chinese
267,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,Yes,,,Free,$11-30,Hunan Manor,"Murray Hill, Midtown East",3.5,268.0,10016,339 Lexington Ave,Chinese
269,,Yes,No,,Casual,No,Noodles; Soup; Asian Fusion; ,No,Yes,No,Yes,,Yes,Yes,No,Yes,,,No,,,Yes,Average,No,Street,Yes,No,Yes,Yes,No,,Mi Noodle Bar,Gramercy,4.5,75.0,10010,391 2nd Ave,Chinese
273,,,,,,,Chinese; ,,Yes,,,,,,,,,,,,,,,,,,,,,,,Hunan East,Gramercy,,,10010,391 2nd Ave,Chinese
274,No,Yes,No,"Casual, Trendy",Casual,No,Shanghainese; Noodles; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,A,Yes,Yes,Average,No,Street,Yes,No,No,Yes,No,$11-30,Yaso Tangbao,"Midtown East, Murray Hill",4.0,195.0,10017,220 E 42nd St,Chinese
295,,Yes,No,,Casual,No,Chinese; ,,Yes,,,Lunch,Yes,Yes,,,,,No,A,,,Average,No,,Yes,No,No,,No,Under $10,China King,Gramercy,3.0,32.0,10010,285 3rd Ave,Chinese
299,,Yes,,,Casual,,Chinese; ,Yes,Yes,,,,Yes,Yes,,,,,Yes,A,,,Average,No,,Yes,Yes,Yes,,,$11-30,Aki King,Kips Bay,3.5,14.0,10010,219 E 23rd St,Chinese
300,,Yes,,,,,Chinese; ,,Yes,,,,No,Yes,,,,,No,A,,,,No,,Yes,No,,,No,,Foody?s Dumpling,"Midtown West, Hell's Kitchen, Theater District",4.0,48.0,10036,578 9th Ave,Chinese
303,,Yes,Full Bar,Casual,Casual,Yes,Dim Sum; Teppanyaki; ,,No,,,Dinner,Yes,Yes,Yes,,,,Yes,A,,Yes,,No,Street,Yes,Yes,Yes,No,Free,$11-30,Flame,Kips Bay,4.0,72.0,10016,381 3rd Ave2FL,Chinese
305,,Yes,Full Bar,Casual,Casual,Yes,Korean; Chinese; Asian Fusion; ,No,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,Yes,,,No,A,,Yes,Average,No,Street,Yes,No,,,No,$11-30,Shanghai Mong,"Koreatown, Midtown West",3.0,460.0,10001,30 W 32nd St,Chinese
306,,Yes,Full Bar,Casual,Casual,Yes,Chinese; Korean; ,Yes,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,C,,Yes,Average,No,Street,Yes,Yes,,,No,$11-30,Dong Chun Hong,"Koreatown, Midtown West",3.5,283.0,10001,312 5th Ave,Chinese
310,,,,,,,Chinese; ,,,,,,,,,,,,,,,,,,,,,,,,,spades,"Koreatown, Midtown West",4.0,1.0,10001,W31st Street 11,Chinese
311,,Yes,Full Bar,Casual,Casual,Yes,Chinese; Asian Fusion; Bars; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,Yes,,,,Yes,A,,,Average,Yes,Street,Yes,Yes,,,Free,$11-30,Asura Asian Bistro,Midtown West,3.5,295.0,10001,235 W 35th St,Chinese
313,,Yes,Full Bar,Casual,Casual,No,Chinese; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,,,,Yes,,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Lan Sheng Restaurant,Midtown West,3.5,84.0,10018,128 W 36th St,Chinese
314,,Yes,No,Casual,Casual,No,Chinese; Creperies; ,Yes,Yes,,,Lunch,Yes,Yes,,,,,Yes,A,,,Loud,No,Street,Yes,Yes,No,,No,$11-30,Jian Bing Man,"Koreatown, Midtown West",3.0,118.0,10001,11 W 32nd StBooth 3,Chinese
316,,Yes,,,,Yes,Cafes; Chinese; ,,Yes,,,,Yes,Yes,,,,,,A,,,,,,Yes,No,,,,$11-30,5th Avenue Empire Cafe,"Koreatown, Midtown East, Midtown West",3.0,8.0,10016,339 5th Ave,Chinese
317,,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese Curry; Noodles; Beer Bar; ,No,No,No,,"Lunch, Dinner",Yes,Yes,No,,,,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,,No,$11-30,Abiko Curry,"Koreatown, Midtown West",4.0,506.0,10001,2 W 32nd St,Chinese
318,No,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,Yes,C,,,Average,No,"Garage, Street",Yes,Yes,,,Free,$11-30,Evergreen On 38,Midtown East,3.5,211.0,10016,10 E 38th St,Chinese
319,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Vietnamese; Asian Fusion; ,No,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,B,,,Average,No,Street,Yes,Yes,,,No,$11-30,Hyo Dong Gak,Midtown West,3.5,379.0,10001,51 W 35th St,Chinese
321,,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; ,No,Yes,,,Lunch,Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,No,,,No,$11-30,Main Noodle House,Midtown West,3.5,368.0,10018,1011 6th Ave,Chinese
322,No,Yes,Beer & Wine Only,,,No,Asian Fusion; Korean; Tapas Bars; ,No,No,No,Yes,,,,Yes,,,,No,,,,,Yes,,No,Yes,Yes,Yes,Free,,Hortus NYC,"Flatiron, Midtown East",4.5,45.0,10016,271 5th Ave,Chinese
324,,Yes,No,,Casual,No,Chinese; Japanese; ,,Yes,,,Lunch,Yes,Yes,,,,,No,,,,Average,No,,Yes,Yes,,,,Under $10,Hong Kong Chinese Restaurant,Midtown East,3.5,32.0,10016,174 Lexington Ave,Chinese
325,,Yes,Beer & Wine Only,Casual,Casual,Yes,Korean; Barbeque; Noodles; ,No,No,,,Dinner,Yes,Yes,,,,,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,,No,$11-30,New Wonjo Restaurant,"Koreatown, Midtown West",3.5,1177.0,10001,23 W 32nd St,Chinese
326,,,,,,,Chinese; Fast Food; ,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,Mr Bing,Chelsea,4.0,1.0,10001,152 W 28th St,Chinese
327,,Yes,Full Bar,Casual,,Yes,Chicken Wings; Korean; Asian Fusion; ,Yes,Yes,,Yes,"Lunch, Dinner, Late Night",Yes,Yes,Yes,Yes,,,Yes,A,,,Average,No,Street,Yes,No,Yes,,No,$11-30,Bonchon - NYC 5th Ave,"Koreatown, Midtown East",3.5,958.0,10016,325 5th Ave,Chinese
328,,Yes,Beer & Wine Only,Casual,Casual,Yes,Ramen; Noodles; Soup; ,No,No,No,Yes,"Lunch, Dinner",No,Yes,No,Yes,,,No,A,,,Average,No,Street,No,No,Yes,Yes,No,$11-30,ICHIRAN Midtown,Midtown West,3.5,265.0,10001,132 W 31st St,Chinese
329,,Yes,Full Bar,Casual,Casual,Yes,Sushi Bars; Ramen; Asian Fusion; ,Yes,Yes,No,,"Lunch, Dinner",Yes,Yes,Yes,,Yes,Yes,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Norikoh,Midtown East,4.0,432.0,10016,10 E 39th St,Chinese
330,,Yes,Full Bar,,Casual,No,Chinese; Japanese; Bars; ,Yes,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,,,Quiet,No,Street,Yes,Yes,,No,No,$11-30,Chef 28,Flatiron,3.0,111.0,10016,29 E 28th St,Chinese
331,,Yes,No,,Casual,,Chinese; ,,Yes,,,,Yes,Yes,,,,,,,,,,,,Yes,Yes,,,,$11-30,China Palace,Midtown East,2.5,2.0,10016,21 E 33rd St,Chinese
