,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
1002,No,Yes,Full Bar,Casual,Casual,Yes,Chinese; Asian Fusion; Noodles; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Niu Noodle House,West Village,4.0,617,10014,15 Greenwich Ave
1003,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; Thai; Asian Fusion; ,No,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Chop Shop II,Flatiron,3.5,197,10010,41 W 24th St
1004,NA,Yes,Full Bar,Casual,Casual,No,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,Yes,Yes,B,Yes,Yes,Average,No,Street,Yes,Yes,NA,Yes,No,$11-30,Uncle Ted’s Modern Chinese Cuisine,Greenwich Village,4.0,405,10012,163 Bleecker St
1005,NA,Yes,Beer & Wine Only,Casual,Casual,No,Dim Sum; Cantonese; ,No,No,No,NA,"Brunch, Lunch",Yes,Yes,NA,NA,NA,Yes,No,A,NA,Yes,Average,No,Street,No,No,Yes,Yes,Free,$11-30,Tim Ho Wan,East Village,3.5,1361,10003,85 4th Ave
1006,NA,NA,NA,NA,NA,NA,Szechuan; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LaoMa Spicy,Greenwich Village,4.0,26,10003,58 E 8th St
1007,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; Burgers; ,No,No,No,NA,"Lunch, Dinner",No,No,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,No,No,No,Under $10,Xi’an Famous Foods,East Village,4.0,1532,10003,81 St Marks Pl
1008,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; Seafood; ,No,Yes,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,B,NA,NA,Average,No,NA,Yes,Yes,Yes,NA,Free,$11-30,Shu Han Ju II,East Village,3.5,63,10003,58 3rd Ave
1009,NA,Yes,No,Casual,NA,NA,Noodles; Chinese; ,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,No,A,NA,Yes,NA,No,NA,Yes,Yes,Yes,Yes,No,$31-60,Hunan Slurp,East Village,4.5,120,10009,112 1st Ave
1010,No,Yes,Beer & Wine Only,Trendy,Casual,Yes,Chinese; Noodles; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Hao Noodle and Tea By Madam Zhu’s Kitchen,East Village,4.0,478,10014,401 6th Ave
1011,NA,Yes,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,MáLà Project,East Village,4.0,473,10009,122 1st Ave
1012,No,Yes,Beer & Wine Only,Casual,Casual,No,Dim Sum; Seafood; Soup; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Excellent Dumpling House,Chelsea,4.0,443,10011,165 W 23rd St
1013,No,Yes,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Cajun/Creole; Seafood; Chinese; ,NA,No,No,Yes,"Dinner, Late Night",Yes,No,NA,Yes,NA,NA,Yes,B,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Le Sia,East Village,4.0,155,10003,11 E 7th St
1014,NA,Yes,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,Yes,Average,No,NA,Yes,Yes,NA,NA,Free,$11-30,Tipsy Shanghai,Greenwich Village,4.5,103,10012,228 Thompson St
1015,No,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,No,NA,Lunch,No,No,NA,NA,NA,NA,No,A,NA,NA,NA,No,Street,Yes,No,No,No,No,Under $10,Auntie Guan’s Kitchen,Kips Bay,3.5,122,10011,219 E 23rd St
1016,No,Yes,No,NA,NA,No,Szechuan; ,Yes,Yes,No,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,Yes,NA,No,NA,Yes,No,No,Yes,No,Under $10,Bang Chengdu Street Kitchen,Chelsea,4.0,134,10011,158 W 23rd St
1017,NA,Yes,Full Bar,Casual,Casual,Yes,Indian; Chinese; Salad; ,Yes,Yes,NA,Yes,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Spice Symphony,Midtown East,4.0,521,10016,182 Lexington Ave
1018,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,The Cottage,"Union Square, Gramercy, Flatiron",2.5,225,10003,33 Irving Pl
1019,No,Yes,Beer & Wine Only,Casual,Casual,No,Taiwanese; ,Yes,No,No,NA,NA,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,Yes,Yes,Yes,Yes,No,$11-30,886,East Village,4.0,162,10003,26 Saint Marks Pl
1020,NA,Yes,Full Bar,Trendy,Dressy,No,Chinese; ,Yes,Yes,No,NA,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,Yes,A,NA,Yes,Very Loud,Yes,Street,Yes,Yes,Yes,Yes,Free,$31-60,Jue Lan Club,Flatiron,3.0,257,10011,49 W 20th St
1021,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; Noodles; Burgers; ,No,No,No,Yes,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,No,Yes,No,Under $10,Xi’an Famous Foods,"Upper East Side, Yorkville",4.0,428,10075,328 E 78th St
1022,NA,Yes,Full Bar,NA,NA,No,Bars; Szechuan; Dim Sum; ,Yes,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,No,NA,Yes,Yes,Yes,Yes,Free,NA,Hui Restaurant & Bar,Upper East Side,4.0,37,10021,314 E 70th StFL 1
1023,NA,Yes,Full Bar,"Casual, Trendy, Intimate, Classy",Casual,Yes,Shanghainese; Dim Sum; Szechuan; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Tri Dim Shanghai,"Upper East Side, Yorkville",4.0,228,10075,1378 3rd Ave
1024,NA,Yes,Full Bar,Casual,Casual,Yes,Barbeque; Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Pig Heaven,"Upper East Side, Yorkville",4.0,236,10028,1420 3rd Ave
1025,NA,Yes,No,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Quiet,No,Street,Yes,No,NA,NA,No,Under $10,Shanghai,Upper East Side,4.0,76,10021,1388 2nd Ave
1026,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; Ramen; ,No,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,No,No,$11-30,Peng’s Noodle Folk,"Yorkville, Upper East Side",4.5,322,10028,1659 1st Ave
1027,NA,Yes,Full Bar,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,NA,Yes,Yes,Yes,NA,Free,$11-30,China Jade,"Yorkville, Upper East Side",3.5,98,10028,1643 2nd Ave
1028,NA,Yes,No,Casual,Casual,Yes,Chinese; Noodles; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,Yes,NA,No,$11-30,Noodle Fun,"Yorkville, Upper East Side",4.0,128,10128,1744 1st Ave
1029,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,Wok 88,"Yorkville, Upper East Side",3.5,235,10128,1570 3rd Ave
1030,NA,Yes,NA,NA,NA,NA,Asian Fusion; Japanese; Korean; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,No,NA,NA,No,$11-30,MIGHTY Bowl,Upper East Side,5.0,36,10075,1109 Lexington Ave
1031,NA,Yes,Full Bar,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,Yes,Yes,NA,No,$11-30,Our Place China Chalet,"Upper East Side, Yorkville",3.0,54,10075,242 E 79th St
1032,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Chinese; Bars; Seafood; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Wa Jeal Sichuan Chili House,"Yorkville, Upper East Side",3.5,379,10028,1588 2nd Ave
1033,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Japanese; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Hunan Delight,"Upper East Side, Yorkville",3.5,169,10075,1467 York Ave
1034,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,Yes,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Han Dynasty,Upper West Side,4.0,481,10024,215 W 85th St
1035,NA,Yes,No,Casual,NA,Yes,Chinese; Chicken Wings; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,Tang’s Garden,"Upper East Side, Yorkville",3.0,91,10021,1328 3rd Ave
1036,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese; Chinese; Thai; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Ahana,Upper East Side,4.0,133,10065,1154 1st Ave
1037,NA,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Quiet,No,NA,Yes,Yes,Yes,NA,No,$11-30,A-jiao,"Yorkville, Upper East Side",3.5,109,10128,1817 2nd Ave
1038,NA,Yes,No,Divey,Casual,Yes,Chinese; ,No,Yes,NA,NA,Dinner,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,East Garden Chinese Restaurant,"Yorkville, Upper East Side",3.5,50,10128,1685 1st Ave
1039,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; Lounges; ,Yes,Yes,NA,NA,"Brunch, Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Cafe Evergreen,"Upper East Side, Yorkville",3.5,150,10021,1367 1st Ave
1040,NA,Yes,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,NA,Yes,Free,NA,Atlas Kitchen,Manhattan Valley,4.0,28,10025,258 W 109th St
1041,NA,Yes,Full Bar,Casual,NA,Yes,Chinese; Sushi Bars; Gluten-Free; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,Yes,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Lilli & Loo,Upper East Side,3.5,349,10065,792 Lexington Ave
1042,NA,Yes,Full Bar,Casual,Casual,Yes,Japanese; Chinese; Sushi Bars; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Chinatown Restaurant,"Yorkville, Upper East Side",3.0,246,10128,1650 3rd Ave
1043,NA,Yes,Full Bar,Casual,Casual,Yes,Shanghainese; ,No,Yes,No,NA,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Joe’s Shanghai,Midtown West,3.5,1358,10019,24 W 56th St
1044,No,Yes,Full Bar,Trendy,Dressy,Yes,Chinese; Asian Fusion; ,Yes,Yes,NA,NA,Dinner,Yes,No,NA,NA,NA,NA,Yes,A,NA,NA,Average,Yes,Street,Yes,Yes,NA,NA,Free,$31-60,Philippe By Philippe Chow,Upper East Side,3.5,594,10065,33 E 60th St
1045,NA,Yes,Full Bar,"Casual, Intimate",Casual,Yes,Thai; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,Yes,Yes,No,B,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Up Thai,"Upper East Side, Yorkville",4.5,1853,10021,1411 2nd Ave
1046,No,Yes,No,NA,NA,Yes,Chinese; Noodles; ,Yes,Yes,No,Yes,NA,NA,NA,No,Yes,NA,NA,No,NA,NA,Yes,NA,No,Street,Yes,Yes,Yes,Yes,No,NA,Dun Huang -  Grand Central,"Murray Hill, Midtown East",4.0,8,10016,320 Lexington Ave
1047,NA,Yes,No,Casual,Casual,Yes,Thai; Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,B,NA,NA,Average,No,NA,Yes,No,No,NA,No,$11-30,Harvest Chinese & Thai Cuisine,"Upper East Side, Yorkville",3.5,72,10075,1502 1st Ave
1048,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,No,$11-30,Szechuan Garden,Manhattan Valley,4.0,219,10025,239 W 105th St
1049,NA,Yes,No,Casual,Casual,No,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,Yes,C,NA,NA,NA,No,Street,Yes,No,NA,NA,No,Under $10,China Taste,"Upper East Side, Yorkville",3.0,59,10028,1570 A 2nd Ave
1050,NA,Yes,Full Bar,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,Yes,Yes,NA,No,$11-30,Our Place China Chalet,"Upper East Side, Yorkville",3.0,54,10075,242 E 79th St
1051,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Chinese; Bars; Seafood; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Wa Jeal Sichuan Chili House,"Yorkville, Upper East Side",3.5,379,10028,1588 2nd Ave
1052,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Japanese; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Hunan Delight,"Upper East Side, Yorkville",3.5,169,10075,1467 York Ave
1053,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,Yes,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Han Dynasty,Upper West Side,4.0,481,10024,215 W 85th St
1054,NA,Yes,No,Casual,NA,Yes,Chinese; Chicken Wings; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,Tang’s Garden,"Upper East Side, Yorkville",3.0,91,10021,1328 3rd Ave
1055,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese; Chinese; Thai; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Ahana,Upper East Side,4.0,133,10065,1154 1st Ave
1056,NA,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Quiet,No,NA,Yes,Yes,Yes,NA,No,$11-30,A-jiao,"Yorkville, Upper East Side",3.5,109,10128,1817 2nd Ave
1057,NA,Yes,No,Divey,Casual,Yes,Chinese; ,No,Yes,NA,NA,Dinner,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,East Garden Chinese Restaurant,"Yorkville, Upper East Side",3.5,50,10128,1685 1st Ave
1058,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; Lounges; ,Yes,Yes,NA,NA,"Brunch, Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Cafe Evergreen,"Upper East Side, Yorkville",3.5,150,10021,1367 1st Ave
1059,NA,Yes,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,NA,Yes,Free,NA,Atlas Kitchen,Manhattan Valley,4.0,28,10025,258 W 109th St
1060,NA,Yes,Full Bar,Casual,NA,Yes,Chinese; Sushi Bars; Gluten-Free; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,Yes,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Lilli & Loo,Upper East Side,3.5,349,10065,792 Lexington Ave
1061,NA,Yes,Full Bar,Casual,Casual,Yes,Japanese; Chinese; Sushi Bars; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Chinatown Restaurant,"Yorkville, Upper East Side",3.0,246,10128,1650 3rd Ave
1062,NA,Yes,Full Bar,Casual,Casual,Yes,Shanghainese; ,No,Yes,No,NA,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Joe’s Shanghai,Midtown West,3.5,1358,10019,24 W 56th St
1063,No,Yes,Full Bar,Trendy,Dressy,Yes,Chinese; Asian Fusion; ,Yes,Yes,NA,NA,Dinner,Yes,No,NA,NA,NA,NA,Yes,A,NA,NA,Average,Yes,Street,Yes,Yes,NA,NA,Free,$31-60,Philippe By Philippe Chow,Upper East Side,3.5,594,10065,33 E 60th St
1064,NA,Yes,Full Bar,"Casual, Intimate",Casual,Yes,Thai; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,Yes,Yes,No,B,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Up Thai,"Upper East Side, Yorkville",4.5,1853,10021,1411 2nd Ave
1065,No,Yes,No,NA,NA,Yes,Chinese; Noodles; ,Yes,Yes,No,Yes,NA,NA,NA,No,Yes,NA,NA,No,NA,NA,Yes,NA,No,Street,Yes,Yes,Yes,Yes,No,NA,Dun Huang -  Grand Central,"Murray Hill, Midtown East",4.0,8,10016,320 Lexington Ave
1066,NA,Yes,No,Casual,Casual,Yes,Thai; Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,B,NA,NA,Average,No,NA,Yes,No,No,NA,No,$11-30,Harvest Chinese & Thai Cuisine,"Upper East Side, Yorkville",3.5,72,10075,1502 1st Ave
1067,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,No,$11-30,Szechuan Garden,Manhattan Valley,4.0,219,10025,239 W 105th St
1068,NA,Yes,No,Casual,Casual,No,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,Yes,C,NA,NA,NA,No,Street,Yes,No,NA,NA,No,Under $10,China Taste,"Upper East Side, Yorkville",3.0,59,10028,1570 A 2nd Ave
1069,NA,Yes,NA,NA,NA,NA,Asian Fusion; Ramen; Creperies; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,NA,Yes,NA,Yes,Yes,NA,NA,No,$11-30,64st Garden Cafe,Upper East Side,4.0,20,10065,406 East 64th St
1070,NA,No,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,Lunch,No,No,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,No,NA,No,Under $10,Yummy City,East Harlem,4.0,33,10029,1557 Lexington Ave
1071,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,Yes,Yes,No,$11-30,China Xiang,"Midtown West, Hell's Kitchen, Theater District",4.0,339,10036,360 W 42nd Street
1072,No,Yes,Full Bar,NA,Casual,NA,Szechuan; ,Yes,Yes,No,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,No,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,No,NA,Chengdu House,Chelsea,3.5,20,10011,88 7th Ave
1073,No,Yes,Full Bar,Casual,Casual,No,Dim Sum; Cantonese; ,No,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,A,Yes,Yes,Average,No,NA,Yes,No,Yes,No,No,$11-30,Dim Sum Palace,"Midtown West, Theater District, Hell's Kitchen",4.0,861,10036,334 W 46th St
1074,NA,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Quiet,No,Street,Yes,No,NA,NA,No,$11-30,Charley Mom Restaurant,"Yorkville, Upper East Side",3.5,77,10028,1580 York Ave
1075,NA,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,New Sunny East 88,"Yorkville, Upper East Side",3.5,58,10128,1680 1st Ave
1076,No,Yes,Beer & Wine Only,Classy,Casual,Yes,Chinese; Tea Rooms; Venues & Event Spaces; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Radiance,Midtown East,4.0,147,10022,208 E 50th St2nd & 3rd Ave
1077,No,Yes,No,NA,NA,Yes,Chinese; ,No,Yes,No,NA,NA,No,NA,No,NA,NA,NA,Yes,NA,NA,Yes,NA,No,Street,Yes,Yes,Yes,Yes,Free,NA,yu kitchen,Manhattan Valley,4.0,21,10025,2656 Broadway
1078,NA,Yes,No,"Divey, Casual",Casual,Yes,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,B,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,New Wong Asian Food,Upper East Side,2.5,58,10065,1217 1st Ave
1079,NA,Yes,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,Yes,NA,No,Under $10,New Hua Yung Kitchen,Washington Heights,4.0,22,10033,4131 Broadway
1080,NA,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,B,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,New Golden Star,Washington Heights,3.5,72,10033,4247 Broadway
1081,NA,Yes,No,Casual,Casual,Yes,Chinese; Japanese; Seafood; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,Yes,Quiet,No,Street,Yes,No,NA,NA,No,Under $10,Jade Garden,Washington Heights,3.5,71,10032,4028 Broadway
1082,NA,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Lotus Express,"Inwood, Washington Heights",4.0,50,10034,4840 Broadway
1083,No,Yes,No,Casual,Casual,Yes,Shanghainese; ,Yes,No,No,Yes,"Lunch, Dinner",Yes,Yes,No,Yes,Yes,Yes,Yes,NA,NA,Yes,Average,No,"Garage, Street, Private Lot",Yes,No,Yes,Yes,Free,$11-30,Soup Dumpling Plus,NA,4.5,573,07024,1550 Lemoine AveSte 109
1084,NA,Yes,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Golden City Chinese Restaurant,Washington Heights,4.5,7,10033,2545 Amsterdam Ave
1085,NA,Yes,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,Free,Under $10,King Garden Restaurant,Washington Heights,4.0,12,10033,4316 Broadway
1086,NA,Yes,No,Casual,Casual,Yes,Dim Sum; Shanghainese; ,No,No,NA,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,Yes,Yes,No,NA,Yes,Yes,Average,No,Private Lot,Yes,Yes,Yes,No,Free,$11-30,Shanghai Restaurant,NA,4.0,258,07024,493 Main St
1087,No,Yes,No,NA,NA,No,Chinese; Soup; Sandwiches; ,No,Yes,No,NA,"Brunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,NA,Under $10,Yang Garden Chinese Restaurant,Washington Heights,3.5,16,10033,816 W 187th St
